,mslGLB_cluster1,mslGLB_cluster2,mslGLB_cluster3,mslGLB_cluster4,mslGLB_cluster5,mslGLB_cluster6,mslGLB_cluster7,mslGLB_cluster8,mslGLB_cluster9,mslGLB_cluster10,mslGLB_cluster11,mslGLB_cluster12
1980-11-01,126789.94311097257,103437.00639204544,103062.38952020202,104815.01736111111,114949.31778169014,144165.69164691944,107068.33260105447,146738.232421875,102924.71536624205,122441.60391566265,108227.60082799145,132899.77022058822
1980-12-01,126854.93298004988,103362.81960227272,103443.13446969698,104771.8104005168,114792.64084507043,144304.77636255926,106906.79509007029,147002.33999399038,102891.10867834395,120830.16754518072,108019.3342681624,132996.25714869282
1981-01-01,127108.92690149626,103396.81729403409,103661.63983585859,104960.57210917312,114911.13116197183,144457.42372630333,106975.8045913884,146982.17397836538,102973.12898089172,120788.47891566265,108003.07825854702,133067.16196895426
1981-02-01,127190.14572942644,103298.07794744318,103177.08333333333,104921.94161821705,114921.42825704227,144231.4684537915,106972.18530316344,147041.0907451923,102899.03363853504,121738.68599397592,107928.46888354702,132883.62949346405
1981-03-01,126904.72841334165,103420.33203124999,102718.86837121213,105105.59391149871,114795.37191901408,143911.95201421803,107040.67442882249,146568.05889423075,102990.66779458598,122660.25037650602,108160.41833600428,132625.99826388888
1981-04-01,126633.38528678304,103384.53391335226,102370.80965909091,104984.25185723514,114691.11795774648,143531.6795023697,107164.88082161687,147238.818359375,102894.96218152867,123190.30496987952,108286.70205662394,132411.59875408496
1981-05-01,126585.82644950126,103483.69495738635,102050.46559343435,104918.7378875969,114724.15272887325,143122.75622037915,107316.23324912126,147220.06084735575,102873.3708200637,122707.20067771085,108415.84535256411,132176.0595383987
1981-06-01,126741.87188279303,103602.37748579544,101594.95738636363,104747.8500484496,115113.86443661973,142673.54487559243,107263.38010764499,147158.43224158653,102927.56170382166,122816.30271084337,108578.18843482906,131982.3503880719
1981-07-01,126620.1118298005,103642.9678622159,101439.70170454546,104814.7993378553,114980.9639084507,142552.98800355452,107454.43074472758,147355.908203125,102904.8765923567,123394.9265813253,108742.50968215812,131946.33884803922
1981-08-01,126537.2506234414,103607.04811789772,101485.51136363637,104532.26946059431,115128.11399647887,142655.67609597158,107303.07969024604,147075.5108173077,102955.61206210192,122896.4796686747,108577.27530715812,131884.2933006536
1981-09-01,126449.18562967582,103582.29669744318,102365.34090909091,104715.85311692506,115042.09727112677,143228.65447274884,107405.57859182775,146950.64603365384,102937.28304140127,122750.82831325302,108593.73831463676,132307.79973447713
1981-10-01,126628.14837905238,103483.33451704544,102978.01452020202,104816.50516795865,114903.3934859155,143822.48222748816,107290.94079525482,146918.3856670673,102940.27368630574,122694.8889307229,108421.69304220086,132601.68249591504
1981-11-01,127110.77774314216,103388.33540482954,103449.70012626263,104900.18370478036,115094.29357394367,144125.22956161137,107066.27306678382,146727.09209735575,102907.15366242039,122771.4231927711,108159.6404246795,132969.09211601308
1981-12-01,127104.90570448879,103390.69424715909,103833.41224747474,104943.68741925064,115065.72183098592,144558.79739336495,107065.60715070298,146904.69125600962,102956.31667993631,122163.48832831327,108108.30328525642,133043.155126634
1982-01-01,126918.0934382793,103391.40003551135,103453.60637626263,104881.70421511628,114763.91505281691,144452.0771623223,106931.78273286467,146969.89182692306,102960.30453821656,121997.81626506025,108009.8607772436,133020.16186683005
1982-02-01,127200.77150872818,103366.97975852272,103237.7288510101,104956.49830426356,115000.71302816902,144192.5244372038,107000.40092267134,147202.84705528847,102939.97213375797,121752.74849397592,108008.57204861112,132882.0108251634
1982-03-01,127118.14409289278,103339.71946022726,102724.0688131313,105065.20308462532,115005.5457746479,143939.021771327,107118.77196836555,147226.93810096153,102878.82663216561,123373.89871987952,108133.49859775642,132644.47508169935
1982-04-01,126850.50459788031,103433.30078124999,102572.23011363637,104980.29715762274,114867.63424295775,143572.95616113744,107246.90246045693,147015.78275240384,102916.46098726115,123287.8482680723,108371.54280181625,132386.59364787582
1982-05-01,126623.72778990025,103498.72336647726,102027.87247474748,104903.54085917312,114732.64964788733,143339.43646327016,107309.12785588752,147239.02869591347,102905.08558917198,123089.52371987952,108488.30629006411,132327.58884803922
1982-06-01,126519.27797693267,103608.42773437499,101722.23011363637,104884.79489664083,115164.29797535212,142762.8369372038,107422.7029327768,147224.20372596153,102933.91719745223,122812.64118975904,108610.18462873933,132056.27553104574
1982-07-01,126515.0229894015,103597.20703124999,101375.71811868687,104835.37629198965,115107.78169014085,142582.3348637441,107472.96380711775,147385.25766225962,102911.38136942676,123091.66980421687,108643.5296474359,131962.23447712418
1982-08-01,126700.81631857857,103618.28213778409,101607.84406565657,104961.29885335917,115194.49383802818,142696.57138625594,107599.04712214411,147307.68479567306,102942.24920382166,123164.33546686747,108699.42908653847,132032.0950776144
1982-09-01,126754.2316084788,103580.59303977272,102420.05208333333,104865.6815245478,115102.32394366198,143298.53376777252,107486.60478910369,147100.53335336538,103022.96178343949,122930.27108433735,108611.45499465812,132314.26164215687
1982-10-01,126739.92168017456,103470.52556818181,102812.7288510101,104707.33607881136,115042.47139084508,143859.83412322277,107200.40229569419,146847.05904447116,102968.82364649682,122686.73757530122,108340.90711805556,132600.967626634
1982-11-01,127048.44139650873,103357.63316761363,103320.76231060606,104946.1825742894,114854.57306338029,144124.7556279621,107143.5605228471,147054.03771033653,102908.12300955414,122460.94691265062,108213.35637019231,132955.961499183
1982-12-01,126802.99641521198,103363.16228693181,103671.13320707071,104970.66779715761,114628.74339788733,144491.6247037915,106957.1424648506,147266.9170673077,102987.24920382166,122315.5591114458,108084.47349091881,133137.295751634
1983-01-01,126960.76410536161,103345.53089488635,103800.75757575758,104923.60303617571,114675.07482394367,144668.08723341234,106937.15125219683,147168.46454326922,103073.18968949045,121097.87274096387,108017.85356570514,133445.63419117648
1983-02-01,126788.71765897756,103366.93536931818,103340.12784090909,104968.21503552972,114814.3309859155,144338.66632109004,106993.71842047451,146532.09510216347,103084.58996815287,120788.15888554217,108056.36017628206,132954.14368872548
1983-03-01,126847.1087905237,103369.09002130681,102943.62373737374,105078.43588501292,114874.22315140846,144054.80228080568,107087.12791080843,146835.2801983173,103075.20103503185,121560.45745481928,108140.85369925214,132733.46609477123
1983-04-01,126650.57083852869,103359.09889914772,102232.55208333333,105037.51009366925,114757.97975352113,143609.6786137441,107153.58084358522,146898.06189903847,102962.89609872612,123430.15813253012,108279.00641025642,132467.5066380719
1983-05-01,126649.39019638405,103412.59232954544,101975.02367424243,104949.13396317829,114855.05281690141,143201.2107523697,107287.69634226713,147264.90384615384,102921.13156847135,123184.3467620482,108444.95359241453,132191.26327614379
1983-06-01,126536.59406172071,103569.2862215909,101696.76452020202,104863.00064599483,114979.73371478874,142798.69297985782,107357.47061731106,147247.93419471153,102931.37838375797,122895.20896084337,108575.76956463676,132081.77593954248
1983-07-01,126995.88333852869,103586.36186079544,101421.06218434343,104943.0212370801,115246.19498239437,142581.02414099526,107495.5925966608,147413.4089543269,102920.85788216561,123409.15850903615,108672.3891559829,131948.63919526144
1983-08-01,126529.17121259353,103690.22816051135,101689.12563131313,104931.07840762274,115056.64832746479,142682.83471563982,107562.96408172231,147384.93088942306,103005.50059713377,123387.68825301205,108765.31450320514,132022.75582107843
1983-09-01,126600.23573877806,103589.08735795454,102132.53630050505,104767.1713501292,115042.9511443662,143066.80613151658,107379.09572715289,147048.32481971153,102970.38117038217,122953.92507530122,108585.12787126069,132243.77297794117
1983-10-01,127024.89674251871,103507.06764914772,102932.52051767676,104974.72343346252,115170.94850352113,143689.64751184834,107376.85358084358,147019.83173076922,102938.85748407643,123054.48983433735,108404.11658653847,132714.3816380719
1983-11-01,127052.6476776808,103535.26633522726,103404.0009469697,104995.62742248061,115140.35431338029,144341.9875592417,107232.06694859402,146581.14107572116,103012.19048566879,122139.23192771085,108305.50881410258,132905.08067810457
1983-12-01,126942.08229426434,103471.13281249999,103694.05776515152,104927.64656007751,114810.60959507043,144469.34611966825,107056.49165202108,147041.00060096153,102992.02726910828,121703.98155120482,108130.31684027778,133117.63174019608
1984-01-01,126910.05299251871,103371.25355113635,103665.02525252526,104860.68717700258,114570.39612676056,144324.0484300948,106848.45260325131,147681.0359074519,102935.54538216561,121659.53501506025,107912.67194177351,133079.83813316992
1984-02-01,126901.75927369078,103257.1670809659,103589.82796717172,104906.63961563307,114657.18529929579,144188.6922393365,106873.34550746923,147228.8874699519,102831.36544585988,122214.94728915663,107844.59468482906,132881.84232026144
1984-03-01,126835.09390586035,103337.34641335226,102825.0946969697,104987.71398578811,114809.58846830987,143806.24259478675,107026.49384885764,146949.93990384616,102927.3039410828,121911.7281626506,108096.78485576923,132511.3893995098
1984-04-01,126672.81600685786,103401.23845880681,102334.6433080808,105015.78851744186,114866.12455985916,143379.67268957346,107200.36797012301,146950.16526442306,102879.76114649682,123180.47816265062,108308.52363782052,132275.3497753268
1984-05-01,126643.16357543641,103426.47283380681,102004.71906565657,104895.89995155038,114875.4071302817,143002.66217417063,107231.24313488575,147297.76893028847,102860.18312101912,122936.97289156627,108357.05629006411,132116.63347630718
1984-06-01,126506.5753584788,103564.46022727272,101454.56123737374,104986.34124677003,114972.62323943662,142473.96697274884,107501.31260984181,147397.70883413462,102891.42316878981,123099.75527108434,108667.90531517095,131985.94515931373
1984-07-01,126813.17409600999,103568.74112215909,101313.39962121213,104782.07768087854,115089.9207746479,142539.64010663508,107432.81249999999,147233.95057091347,102894.24661624205,123091.53802710844,108621.85162927351,131888.45230800653
1984-08-01,126774.86751870325,103588.13121448863,101521.4172979798,104742.47617894056,115141.38644366198,142635.17106042654,107333.01296133567,147165.7038762019,102911.25696656051,122890.29555722892,108601.13681891026,131991.694750817
1984-09-01,126709.66918640898,103532.09605823863,102261.42676767676,104724.88089470284,114847.49339788733,143264.42165284362,107247.60132908612,146883.68389423075,102955.83797770701,122693.01581325302,108473.45419337608,132257.91207107843
1984-10-01,126693.63700124688,103488.56534090909,102923.16130050505,104826.02955426356,115150.8758802817,143841.62100118483,107338.6753075571,147037.55258413462,102962.14470541402,122406.80534638555,108379.96294070514,132628.07138480392
1984-11-01,126964.82426745637,103452.88085937499,103237.46843434343,104980.63428617571,115037.08846830987,144202.12899881517,107219.3651142355,146914.71604567306,102950.01492834395,122780.53463855422,108275.99492521369,132883.99969362744
1984-12-01,126881.69420199502,103251.23046874999,103747.73516414141,104754.16061046511,114644.99779929579,144241.30257701423,106739.57463752196,147085.45673076922,102780.63296178344,122519.30534638555,107903.70426014958,132982.8329248366
1985-01-01,126772.3094607232,103379.41583806818,103631.77083333333,104890.25759043927,114730.40052816902,144326.3921800948,106892.88636862917,146747.15294471153,102952.29498407643,121250.84713855422,107994.04380341881,132952.09354575165
1985-02-01,127010.04325124688,103290.07901278409,102761.86079545454,104949.90108204134,114596.69674295775,143842.03199052133,106862.73204086116,147200.45823317306,102754.91640127389,122626.06362951807,107879.8076923077,132739.9765114379
1985-03-01,126936.35637468829,103279.35813210226,103250.26041666667,105061.49467054263,114821.15316901408,143817.90950829384,106977.12406634446,147289.75360576922,102831.20720541402,123648.65399096387,108014.76529113248,132671.34140114379
1985-04-01,126829.57644950126,103353.14275568181,102210.94539141415,105031.80918927648,114917.84330985916,143350.0,107163.06019332161,147171.09750600962,102805.64291401274,123238.02710843374,108248.69457799145,132342.35855800653
1985-05-01,126633.4749064838,103435.26988636363,101970.12310606061,104988.66480943152,114743.14480633804,142969.62011255926,107254.23577548329,147169.7979266827,102784.01472929936,123237.56588855422,108362.49499198719,132112.4693627451
1985-06-01,126219.44357855362,103627.19460227272,101521.78819444445,104838.94339470284,114697.22711267606,142596.1048578199,107364.59248681898,147149.95492788462,102909.52229299363,122856.31588855422,108652.10837339744,131959.82434640522
1985-07-01,126738.96703553616,103653.81924715909,101428.57481060606,104856.93636950904,115183.33846830987,142673.86329976303,107551.77394551845,147315.77524038462,102975.51054936307,123151.21423192772,108722.98344017095,132009.3954248366
1985-08-01,126847.74586970075,103626.8545809659,101526.2389520202,104838.90100129199,115413.73019366198,142622.1267772512,107506.77586775043,147172.75390625,102937.13972929936,123224.51054216867,108699.9499198718,131951.06209150326
1985-09-01,126785.3900405237,103536.18696732954,102424.94476010102,104897.09100452196,115158.33846830987,143127.81398104265,107419.30607425307,146835.6219951923,102938.18968949045,122871.55496987952,108538.8671875,132306.25
1985-10-01,126816.77641832919,103451.02982954544,102817.80303030302,104850.01009366925,115078.56734154931,143736.41883886256,107267.22457161687,146900.40940504806,102952.49104299363,123111.85993975904,108350.67775106839,132683.22610294117
1985-11-01,126843.60193266833,103404.89257812499,103255.03472222222,104840.80062984496,114979.80413732395,144117.9465343602,107167.5637082601,146616.60907451922,102904.56309713377,122334.03614457832,108203.31196581197,132793.20618872548
1985-12-01,127048.7472724439,103408.33274147726,103620.5413510101,104926.71794250645,114914.0184859155,144383.33456753555,106931.1250549209,147118.31805889422,102943.68431528663,121685.8716114458,108056.96948450855,133128.48243464052
1986-01-01,127121.13855985038,103369.54811789772,103558.6884469697,104951.61700581395,114851.46346830987,144437.53702606636,106952.81881590509,147501.50991586538,102882.31389331211,121409.13027108434,107955.7875934829,133107.337622549
1986-02-01,126733.87429862843,103365.20774147726,103416.1379419192,104791.19428294574,114739.92957746479,144146.71208530807,106830.85456942003,146631.73452524038,102945.0965366242,120577.3249246988,107935.80562232906,132688.04891748365
1986-03-01,127033.5781639651,103394.50461647726,102824.34501262626,105041.26897609819,114975.90889084508,143798.54487559243,107102.50027460456,147476.611328125,102891.19725318471,122118.44879518072,108143.49125267095,132645.3431372549
1986-04-01,126780.30899314216,103347.55593039772,102503.63005050505,105024.22884366925,114828.14920774648,143448.4560130332,107201.69568321617,147174.09104567306,102830.21994426752,123368.62763554217,108267.75006677351,132361.8847017974
1986-05-01,126539.86907730674,103455.65429687499,101896.7250631313,104874.64268410852,114633.24823943662,143115.43616706162,107194.72621924429,147089.78365384616,102874.66261942676,122942.69578313254,108406.1247996795,132169.39593545752
1986-06-01,126638.07278678304,103534.0420809659,101488.16287878787,104880.18410852713,114833.63336267606,142493.48711492892,107360.66152240772,147378.955078125,102819.53722133758,123037.8953313253,108520.76489049145,131902.18290441178
1986-07-01,126701.97747817956,103713.05397727272,101534.55650252526,104795.82122093023,114968.07438380283,142696.8527843602,107458.43997144111,147443.81385216347,102978.53602707006,123172.94804216867,108751.50073450855,132066.32710375817
1986-08-01,126703.46984102245,103554.05007102272,101652.74621212122,104640.42110788113,115163.95686619719,142749.7889514218,107340.67717486818,147030.0067608173,102873.63753980891,122802.90850903615,108566.57318376069,131959.55627042483
1986-09-01,126803.3860660848,103590.82031249999,102379.66382575758,104767.11482558139,115169.81734154931,143322.09715639811,107424.32447275922,146912.6727764423,102965.56727707006,122605.34638554217,108593.26923076923,132313.62847222222
1986-10-01,126753.060707606,103571.13902698863,103032.62310606061,104819.32735788113,115003.0039612676,143866.69875592418,107266.01081942003,147006.09975961538,103035.11544585988,122520.92432228917,108458.88087606839,132760.58517156861
1986-11-01,126875.88840399003,103378.02911931818,103502.39109848485,104861.59762596899,115023.87323943662,144137.91469194312,107149.77482425307,147319.74158653847,102898.59574044586,122958.23606927712,108195.19397702992,132970.64950980392
1986-12-01,127264.39565149626,103424.33416193181,103547.77462121213,105024.16828165375,114987.46258802818,144539.85115521328,107087.97506590509,147244.93689903847,102968.04538216561,121941.53802710844,108122.31403579061,133240.48457924835
1987-01-01,126855.08494389028,103409.43093039772,103634.17771464646,104962.33446382429,114741.57790492958,144636.16335900474,106904.99505711775,146778.1963641827,102988.15684713377,122189.67432228917,108018.29427083334,133184.12734885621
1987-02-01,126785.49914276808,103362.45561079544,103305.15309343435,104934.50016149871,114720.67781690141,144374.9037322275,106978.28152460456,146794.08052884616,102976.41421178344,121843.40173192772,108048.65785256411,132899.3923611111
1987-03-01,126704.84141209477,103361.23224431818,102628.69318181818,104930.5575742894,114624.83934859156,143822.55627962085,107006.82117750439,146674.5830829327,102976.99940286625,122335.21272590362,108128.16840277778,132530.92575571896
1987-04-01,126905.71033354115,103409.39630681818,102436.73453282828,105059.455749354,114885.61179577465,143662.45556872038,107252.94376098417,147030.20958533653,102948.94804936307,123131.5794427711,108331.99118589744,132630.02961601308
1987-05-01,126845.48979114713,103445.21218039772,102156.82607323233,105023.36078811368,114826.47667253522,143358.40861966825,107293.01955184534,147014.65970552884,102921.3594745223,123392.73343373495,108496.63294604702,132280.96915849674
1987-06-01,126474.46423004988,103593.08682528409,101704.29292929293,104905.43645025839,114858.94586267606,142698.56709123222,107419.90883128294,147345.78575721153,102907.7159633758,123172.38328313254,108621.66633279916,132081.5282883987
1987-07-01,126524.32590399003,103546.63707386363,101415.43560606061,104831.84956395348,114992.11927816902,142694.8570793839,107389.37692223198,147199.94365985575,102958.53503184713,122932.47364457832,108579.37199519231,131923.6723856209
1987-08-01,126850.09936097257,103565.12961647726,101621.78819444445,104963.1762758398,115184.85255281691,142745.3976599526,107520.34819859402,146936.44456129806,102937.63535031848,122763.73305722892,108680.39529914531,132036.66002859478
1987-09-01,126619.05782418953,103573.46768465909,102378.13289141415,104697.69460594315,115142.7596830986,143232.60515402845,107436.2409380492,146848.5614483173,102995.98128980891,122972.92921686747,108620.02537393162,132297.43412990196
1987-10-01,126865.76527431422,103465.27166193181,102873.94255050505,104888.99588178295,115020.74163732395,143776.6254443128,107304.80557996484,146933.15054086538,102959.83180732485,122922.73155120482,108395.48611111112,132683.87459150326
1987-11-01,126986.59406172071,103404.87926136363,103407.8125,104899.20461886305,115054.48503521127,144062.09271327016,107136.18601713532,146859.24353966347,102908.22651273885,122750.68712349398,108208.58206463676,132903.0535130719
1987-12-01,126966.42378428929,103388.82457386363,103724.91319444445,104996.1381621447,114845.56778169014,144512.30376184834,107026.34556239015,146858.8153545673,102940.32742834395,122819.5124246988,108150.66105769231,133151.7386642157
1988-01-01,127166.97319201996,103394.43803267044,103541.24053030302,105045.01372739018,114789.83714788733,144376.329235782,106993.71292838312,147401.7315204327,102917.65425955414,122196.27259036145,108038.69691506411,133079.90706699347
1988-02-01,126985.90632793018,103279.20720880681,103578.2749368687,104917.38533591731,114721.40845070423,144092.0060722749,106938.17690026361,147160.8210637019,102881.38236464969,121820.55722891567,107964.72856570514,132843.52787990196
1988-03-01,126950.07013715712,103357.25763494318,102896.90656565657,105072.42005813953,114607.7332746479,143734.4601599526,107050.14416739893,147238.16856971153,102850.625,122813.33772590362,108078.54233440172,132597.94730392157
1988-04-01,126808.28592581049,103392.51420454544,102566.24842171717,105091.00855943152,114968.28125,143495.56057464457,107163.54487038664,146844.6026141827,102894.53921178344,123094.54066265062,108262.06263354702,132366.85304330065
1988-05-01,126539.98986907731,103494.89080255681,102000.17361111111,104866.89680232557,114807.85871478874,143026.04783767773,107256.88021748682,147253.72220552884,102872.2969745223,123130.4593373494,108485.85403311967,132164.35355392157
1988-06-01,126337.06553927681,103624.52325994318,101530.64236111111,104885.3379360465,114851.30501760564,142682.98652251187,107438.57233084358,147360.0886418269,102950.84693471338,122901.76957831327,108652.4906517094,131952.42289624183
1988-07-01,126719.3851309227,103684.90678267044,101397.04071969698,104920.12677648579,115205.71082746479,142498.985485782,107592.29184973637,147412.78921274038,102942.33678343949,123259.3185240964,108818.36939102564,131859.65584150326
1988-08-01,126619.74360972569,103611.85901988635,101634.74589646465,104853.68620801033,115012.30633802818,142682.8310130332,107527.14328866432,147008.4735576923,102988.26930732485,123044.34299698795,108696.21561164531,131904.82536764705
1988-09-01,126617.6005299252,103549.5205965909,102309.54861111111,104761.16157945736,115035.01980633804,143002.93986966825,107393.28042618629,146937.3798076923,102907.41839171975,122966.58509036145,108572.11872329061,132180.77001633987
1988-10-01,126711.60769950126,103433.08682528409,102923.50852272728,104694.66650516796,115153.13160211268,143624.24096563982,107201.41833260105,146822.5360576923,102889.57902070064,122607.3701054217,108310.79059829061,132554.39644607843
1988-11-01,127172.09904925188,103464.00923295454,103405.77651515152,104930.6908107235,115183.09639084508,144263.9958530806,107197.32809753953,146861.4971454327,102955.13435509555,122857.7936746988,108239.28285256411,132927.10375816992
1988-12-01,127291.44521508728,103404.19921874999,103518.74210858587,105066.65253552972,114957.90933098592,144423.14499407585,107060.63131590509,147162.31595552884,102963.20163216561,122386.60579819277,108056.61725427351,133126.99142156861
1989-01-01,127166.14128740648,103373.46768465909,103587.01073232324,105063.321624677,114647.83670774648,144340.5398400474,106933.6843695079,147648.00555889422,102879.94327229299,122908.65022590362,107960.43836805556,133267.11856617648
1989-02-01,127177.97108790524,103414.2569247159,103399.9053030303,105010.36014211887,114658.974471831,144348.87440758295,106946.82969024604,147644.8955829327,102974.59494426752,122593.81588855422,107985.98924946581,133172.9549632353
1989-03-01,127042.04527743143,103372.69353693181,102897.45107323233,105028.99305555555,114771.1707746479,143789.8548578199,107069.20584358522,147246.6083233173,102910.87181528663,122295.98079819277,108116.09575320514,132547.1098856209
1989-04-01,126819.47864713217,103345.62322443181,102341.74558080808,105022.22625968992,114948.63336267606,143518.67965047393,107229.56942003514,147286.0576923077,102808.70720541402,123219.34299698795,108241.94043803419,132341.73815359478
1989-05-01,126816.36923316709,103528.21466619318,102093.81313131313,105019.61401808786,114983.0457746479,143087.1297393365,107360.371814587,147232.5458233173,102865.85489649682,123141.69804216867,108507.34174679487,132261.60130718953
1989-06-01,126816.8894170823,103627.54971590909,101664.45707070707,104999.54376614987,115160.62720070423,142762.3926244076,107486.29173989454,147195.85336538462,102974.69645700637,123049.51995481928,108663.7419871795,132035.3298611111
1989-07-01,126850.45394326684,103668.80948153409,101553.5827020202,104908.57558139534,115239.8789612676,142617.48741113744,107438.48583040421,147444.7490985577,102940.03881369428,123536.64344879519,108725.41232638889,132004.2253880719
1989-08-01,126605.72202306734,103621.45063920454,101661.43465909091,104793.61474483204,115286.56690140846,142723.2560722749,107445.82738356765,147043.81760817306,102951.37440286625,123075.99774096387,108649.68449519231,131916.47263071896
1989-09-01,126702.23464775561,103509.75319602272,102167.13226010102,104766.74337855297,115109.43221830987,143123.5411729858,107286.49220123023,146905.23587740384,102941.90386146498,122756.9653614458,108524.2905315171,132182.77675653595
1989-10-01,126945.01052057357,103517.25319602272,102895.30460858587,104790.47359496124,115280.89128521127,143725.6553613744,107299.33133787346,146877.09209735575,102942.58160828026,122985.97515060242,108432.92267628206,132661.11621732026
1989-11-01,126906.4837905237,103379.98579545454,103537.63415404041,104945.5466731266,114890.37632042254,144257.5273992891,107133.42349516695,146811.36944110575,102912.43829617836,122822.65625,108205.0030048077,132924.09364787582
1989-12-01,126900.3915991272,103448.63370028409,103435.75599747474,104937.35868863048,114939.83714788733,144456.08708530807,107053.68931239015,146689.78740985575,103006.91878980891,121639.53313253012,108104.83106303419,133102.46885212418
1990-01-01,127137.29543329177,103321.00941051135,103633.72790404041,104986.78940568476,114863.76980633804,144423.36715047393,106992.73670913883,147565.0653545673,102872.35569267516,122762.4811746988,107993.21748130342,133168.4819240196
1990-02-01,127075.63707917706,103430.10919744318,103341.77714646465,105185.55797803617,114700.28609154931,144118.75370260666,107059.51642135324,147278.75225360575,103021.24303343949,123191.53802710844,108147.52938034189,133025.45955882352
1990-03-01,127166.63614401496,103391.83416193181,102932.82039141415,105070.17320736434,114855.16945422535,144076.98089454978,107140.8845013181,147254.95042067306,102968.87141719746,122640.90737951807,108144.00874732906,132944.11254084966
1990-04-01,126627.78015897756,103365.76970880681,102328.06186868687,104905.43846899224,114744.7821302817,143432.64958530807,107121.71435632688,147144.0166766827,102846.42714968153,122566.7827560241,108241.27604166667,132344.735498366
1990-05-01,126726.1066084788,103472.45827414772,102089.35448232324,104940.26364664083,114803.48371478874,142935.15625,107298.02559314587,147033.21439302884,102832.46616242039,123223.26807228917,108464.62840544872,132161.17749183005
1990-06-01,126679.0309382793,103592.49200994318,101492.44002525252,104889.83769379844,115195.72623239437,142631.797985782,107405.38499560632,147488.63055889422,102890.18411624205,123152.2872740964,108629.52223557694,132015.2854370915
1990-07-01,126551.73979114713,103658.13920454544,101355.27935606061,104761.02026808786,115132.94454225352,142606.66469194312,107442.45935852372,147270.9209735577,102953.11703821656,123245.23719879519,108725.98490918805,131941.54922385621
1990-08-01,126766.38871571072,103670.16068892044,101581.74715909091,104740.0375484496,115343.4639084507,142751.3810722749,107474.72814147627,147140.8428485577,102963.52607484077,123106.41942771085,108670.94184027778,132040.3901143791
1990-09-01,126741.55042082295,103599.68128551135,102207.45738636363,104936.46035206718,115175.71742957747,143099.32612559243,107530.53328207381,146901.25826322116,102984.2486066879,122722.73155120482,108654.99465811967,132289.15185866013
1990-10-01,126896.55158977557,103526.6397372159,102943.16603535354,104883.80369832041,115204.41901408452,143781.81279620854,107349.72402240772,146879.7588641827,102983.84852707006,122902.77673192772,108446.4092548077,132644.09211601308
1990-11-01,126859.18601932669,103399.17436079544,103282.44160353535,104848.33656330749,115028.99207746479,144117.43557464457,107138.50505272407,146961.91030649038,102873.1847133758,123070.2466114458,108228.0749198718,132851.376123366
1990-12-01,127018.42074501248,103378.57244318181,103574.03724747474,104869.18200904393,114837.59903169014,144413.7033471564,106993.1060522847,147101.08548677884,102922.22730891721,122633.49021084337,108094.97195512822,133039.20036764705
1991-01-01,127108.08330735662,103403.90980113635,103599.04513888889,104942.2117248062,114879.07350352113,144391.62840639811,106978.82386862917,147313.92728365384,102953.51512738854,121596.58320783133,108033.7623530983,133135.22518382352
