,vo500GLB_cluster1,vo500GLB_cluster2,vo500GLB_cluster3,vo500GLB_cluster4,vo500GLB_cluster5,vo500GLB_cluster6,vo500GLB_cluster7,vo500GLB_cluster8,vo500GLB_cluster9,vo500GLB_cluster10,vo500GLB_cluster11,vo500GLB_cluster12
1980-11-01,-1.05040567850955e-05,8.141299370675225e-06,3.426193215061407e-06,-1.9151960002446962e-05,7.731797555415573e-06,7.850027816264789e-06,0.004311098018661141,3.261456869460733e-06,-1.376913246901646e-05,-8.997313768845685e-07,1.5368679528813628e-08,0.0003238974806243697
1980-12-01,-1.320839743163057e-05,7.87286194075399e-06,5.4190954308861846e-06,-2.7372258322746188e-05,3.444291858039306e-05,1.2734459262345502e-05,0.0058097871563707795,1.5429295825132298e-06,-8.049913831141433e-06,-2.6249988408542064e-06,7.638077028275591e-07,0.0003507267627775526
1981-01-01,-1.6278378566136215e-05,1.8531542538837165e-06,6.491115461314749e-06,-2.9268901767943092e-05,3.3572153992473e-05,1.3488888063197973e-05,0.005073687255692979,1.0239181736919791e-06,-7.390386989894155e-06,-2.746298321918529e-06,6.53048998911944e-06,0.00035698486989041645
1981-02-01,-1.5220346391280044e-05,-2.4306693267739915e-07,7.631239348470341e-06,-2.7197724312313568e-05,2.7877848352593565e-05,9.541662922841901e-06,0.0075370747557220365,1.4580154772922776e-06,-9.062239462642948e-06,-2.447040833143132e-06,6.6326139971773514e-06,0.00043869365002207743
1981-03-01,-1.2853015484525675e-05,7.72527286370835e-06,4.041575514447709e-06,-1.8527433222397633e-05,1.2498251060988925e-05,1.0234217731304973e-05,0.004787309929573288,4.5475666522913353e-07,-3.187756932977434e-06,-2.538210780234225e-06,1.320733380171975e-06,0.00032961876198756864
1981-04-01,-8.1480843069908e-06,7.894166922835976e-06,4.875909227564677e-06,-1.7616631121990906e-05,1.0877332849639443e-05,9.480726731796056e-06,0.00462222039156283,3.966081108339164e-06,-1.1943693874090613e-05,-1.0969776301955121e-06,-2.47339621364127e-06,0.0003610224946616934
1981-05-01,-5.259131644576338e-06,1.6302744186380624e-05,7.399395031202276e-07,-1.3370549328575851e-05,7.368081050548139e-06,5.904230917220688e-06,0.00214601192662182,5.878186294727629e-06,-1.0265031541246525e-05,-1.391888866976882e-06,-9.118780804557057e-06,0.00029156830211062555
1981-06-01,8.995942841573607e-07,1.5568885138865737e-05,-3.0693217103097656e-06,-9.701731978170953e-06,1.1608652752520835e-05,5.938494196973471e-06,0.00149325278471224,5.924139764425086e-06,-1.3719407327458755e-05,-8.878700909227069e-07,-1.0694669642006775e-05,0.00021178874214036533
1981-07-01,2.048121728909288e-06,1.8914431037052092e-05,-1.5864248429333974e-06,-3.911060337427245e-06,-1.437643181577043e-05,4.267443864407661e-06,0.00010845452986056141,6.726807326055693e-06,-7.340869687872838e-06,-2.563509665134018e-06,-1.043739252241729e-05,0.00019314445055967482
1981-08-01,1.4744433399854953e-06,1.8186273504661612e-05,-2.7611609312434413e-06,-1.6709987982682397e-06,-1.4778957416925359e-05,2.4370253449984623e-06,0.00019560966393328272,7.860837115791124e-06,-1.058472718695385e-05,-1.6593848676010669e-06,-1.1883772193099962e-05,0.00023734224109480585
1981-09-01,-3.890401396123695e-07,1.5207558143686986e-05,1.9962355597251488e-07,-5.954401509054309e-06,-1.6999158441122792e-05,6.814115928460774e-06,0.0012255255569471046,7.256173072770858e-06,-1.3859225992103494e-05,-2.0113922234106464e-06,-8.632165081351856e-06,0.0002334342962757756
1981-10-01,-3.6772051944540195e-06,1.4601938261279802e-05,1.758930995369137e-06,-1.4523089189226637e-05,-7.855074775426673e-06,6.004180840861927e-06,0.004730603056183706,4.774723052907457e-06,-1.672466222436853e-05,-2.1244672361674503e-06,-3.826550237760507e-06,0.000401149093074939
1981-11-01,-9.043039213225579e-06,9.349377817085492e-06,2.03676421577907e-06,-2.3325982629498668e-05,-1.3880733568408973e-06,7.422148485377907e-06,0.005806443611315141,3.549926569517695e-06,-1.584182341991854e-05,-7.600844996440622e-07,-2.035191615044425e-06,0.00037779620750090823
1981-12-01,-1.2256078167029833e-05,7.784477328067241e-06,4.221089450992959e-06,-2.4213902535215627e-05,1.6782855470266534e-05,9.527737620005739e-06,0.006326239963527769,1.2186477997482525e-06,-1.1682689187967474e-05,-2.0005045905619124e-06,2.221040790292612e-06,0.00037672499064893386
1982-01-01,-1.4018889388044584e-05,4.807477004268336e-06,5.959814801648032e-06,-2.242271994359528e-05,1.7428345400778772e-05,1.1723794689711168e-05,0.00613169395364821,1.0146479960320375e-07,-6.095998370442623e-06,-3.2211617762434026e-06,6.246974435310147e-06,0.00034335649755890836
1982-02-01,-1.5081944294005489e-05,1.5201645466424116e-06,7.449916745973686e-06,-2.4623746550945644e-05,2.9173363720091355e-05,1.0936137849735077e-05,0.008576175120348733,-3.6305366074086854e-07,-7.714731112644508e-06,-3.817784096399113e-06,7.656558702263657e-06,0.00045866979165181803
1982-03-01,-1.294432864899658e-05,7.047512603440432e-06,5.892166007273204e-06,-2.2202710209492814e-05,6.050990913009675e-06,9.258314359156407e-06,0.006403098329125593,1.110896815265073e-06,-1.3190280196350979e-05,-3.2358965815742693e-06,-3.173161632355898e-07,0.00041538940142625227
1982-04-01,-8.44815571707963e-06,1.0140945471208079e-05,2.9779654320439975e-06,-1.4160399508039953e-05,4.56495046675723e-06,3.938349391457288e-06,0.005425463799231997,4.111862621256376e-06,-1.028079494341172e-05,-2.5902656843064057e-06,-3.4822644155915224e-06,0.0003321137158379245
1982-05-01,-4.0693265581299325e-06,1.4475857566150885e-05,8.275402050714652e-07,-1.3303261549362619e-05,5.621046365209431e-07,6.850364815573602e-06,0.0031472860428038985,6.209857897294824e-06,-8.725352626589582e-06,-2.3007644185896954e-06,-4.911058702481268e-06,0.0003060580358858435
1982-06-01,1.178676375130223e-06,2.3277683783740402e-05,-1.4463702403692548e-06,-8.81639869515746e-06,-6.1100123323405185e-06,6.577238033384015e-06,0.002348199389719715,6.509417821503413e-06,-1.4172897975894104e-05,-2.6797281882092554e-06,-1.3592330008308511e-05,0.00030610787619550066
1982-07-01,2.2587679917817702e-06,2.3400771114736053e-05,-2.782345886404962e-06,-7.748808852541158e-06,1.286172254080348e-06,8.443720090374546e-06,0.0008618357848414842,6.668264023036824e-06,-1.2066991286037919e-05,-1.503477790985143e-06,-1.4771818166000113e-05,0.00025155257809763914
1982-08-01,7.317728592659102e-07,1.8226039168400987e-05,-2.1337753206657917e-06,-4.03241924489165e-06,-9.975628089657556e-06,6.5799459433936e-06,-0.0009136962641302186,7.559184210251728e-06,-9.524592314846814e-06,-1.8481851476522772e-06,-1.0391438741245919e-05,0.00017444335054068896
1982-09-01,1.8707383766606184e-06,2.0028958542450412e-05,-2.5436810461491934e-06,-6.955461567090621e-06,-1.746622944521828e-05,8.00499337819487e-06,0.001788184575464887,6.05234798813771e-06,-1.4532339169605142e-05,-1.5669705420700205e-06,-1.1251107575981417e-05,0.0002926750872015523
1982-10-01,-4.391714306011906e-06,1.540145087368882e-05,7.531281902064132e-07,-1.3197440357939541e-05,2.563026001960105e-07,7.470843273570604e-06,0.002982152121451994,3.982133556858395e-06,-1.0775136124069276e-05,-2.1542952113065175e-06,-4.600141754213805e-06,0.00030650234503599885
1982-11-01,-9.29888670240844e-06,8.286038308395242e-06,2.560999381663804e-06,-2.0862162470977005e-05,1.6357743884566987e-06,1.0170733620309428e-05,0.005564550034857045,2.5727835122114813e-06,-1.4276942984767544e-05,-9.720583170459162e-07,1.7501094395339065e-06,0.0003404405735916673
1982-12-01,-1.2414753502012064e-05,5.069538820557366e-06,5.752334031887438e-06,-2.7548632082787503e-05,1.0555972470396419e-05,1.2689856647986066e-05,0.008744046984550854,1.4864788652481599e-06,-1.2150215235666193e-05,-2.138823938323668e-06,5.513521850043773e-06,0.0004316702800749156
1983-01-01,-1.62276159169774e-05,5.605203757066775e-06,6.252568431550262e-06,-2.548309744863376e-05,2.9024201802186373e-05,1.1558537016937797e-05,0.007799718878231943,8.299858871140985e-07,-6.431647649352725e-06,-2.895425959189807e-06,3.640730760454089e-06,0.0004474760386913728
1983-02-01,-1.592995259610635e-05,5.012785252079482e-06,6.111829137835435e-06,-2.458350635329818e-05,3.6138803089239734e-05,1.0698899746888273e-05,0.008874261402525008,6.291939257067557e-07,-1.1621359064360245e-06,-3.987435791173141e-06,4.7540422734379635e-06,0.00047587684373586223
1983-03-01,-1.5155955409439673e-05,5.159020150590124e-06,4.6271601500293785e-06,-2.0354158273814548e-05,3.177993245404459e-05,9.761728697891445e-06,0.008210003337201973,8.91386618630812e-07,-3.966830316705384e-06,-3.2160611928840714e-06,5.494152784417234e-06,0.00045142456096632837
1983-04-01,-9.999824739052016e-06,1.1257705909746566e-05,2.3708319431924075e-06,-1.4399255059802469e-05,-4.911919404548826e-06,8.156983935087306e-06,0.006499840431691458,2.846553474233449e-06,-7.745409442011067e-06,-2.506290507676855e-06,4.950808183060044e-07,0.00038886321887660486
1983-05-01,-4.3739068296376395e-06,9.573604805723678e-06,1.8536513426918116e-06,-1.2073462090958618e-05,-3.1863515615489295e-06,7.5445049800846425e-06,0.0036001207869655145,4.646071856077256e-06,-1.3395318222430867e-05,-1.7047087139929582e-06,-3.866850642071288e-06,0.00034350366779388144
1983-06-01,-9.897402583658303e-07,1.8409534532990407e-05,-7.953454134864844e-07,-1.3404151203481572e-05,2.775655466872482e-06,8.858239883044403e-06,0.003061328607145697,4.535773205240693e-06,-1.555909410489538e-05,-6.19874082865034e-07,-1.0472928685842626e-05,0.0003562998104965887
1983-07-01,2.0246583841519193e-06,1.6680945880310833e-05,-2.7205491721156993e-06,-8.165427120927589e-06,-7.700969275136135e-06,5.766263332585323e-06,0.0007677805721565771,6.841653683093479e-06,-1.2044172004719966e-05,-8.641943707479059e-07,-1.1937541773590477e-05,0.0002593212579645646
1983-08-01,1.4293289714550072e-06,1.7618456041388314e-05,-2.9483551403275437e-06,-3.100538554403813e-06,-1.0578136616937914e-05,6.263551814863088e-06,-0.0006178686210963255,6.16357520115269e-06,-1.0072832758552077e-05,-1.5190409259009609e-06,-1.0043839380791978e-05,0.00019290838771177313
1983-09-01,1.0096926479924225e-06,1.58024553308549e-05,-8.46814099167083e-07,-8.280434208838573e-06,-8.435273756683609e-06,5.178865926296449e-06,0.0007837802210512261,6.2219518100147055e-06,-1.3625633683668433e-05,-2.0126378569928625e-06,-8.702196661314712e-06,0.00023375708294154788
1983-10-01,-1.5742388503375193e-06,9.756964158265551e-06,4.2389304381188954e-07,-1.2415684187030621e-05,-1.025794063025387e-05,7.968292505354743e-06,0.0026135989173781127,5.2944496450149206e-06,-1.550015707070642e-05,-1.2402738954008355e-06,-4.025074731504975e-06,0.0002871993134389273
1983-11-01,-9.117443648862795e-06,7.883790543120797e-06,2.436076482882167e-06,-2.1416062538818274e-05,1.781358461908224e-05,5.9351339454452504e-06,0.005024015748252472,3.5740879810506603e-06,-1.3302084498540862e-05,-9.178200932321395e-07,-2.5838641341938317e-06,0.00034184891914124956
1983-12-01,-1.537089925490061e-05,8.69983380562464e-06,5.514818831880328e-06,-2.857619105982493e-05,2.779839441676526e-05,1.3613028382634562e-05,0.007330837737148007,1.4176978696902194e-06,-1.0103491913824546e-05,-2.7352167333884617e-06,1.3386795367022906e-06,0.0004400675467108018
1984-01-01,-1.8233575470743442e-05,6.733468754039064e-06,6.668800314096177e-06,-3.0110132960860778e-05,3.3237416860892587e-05,1.2625828036873011e-05,0.00922723556868732,1.864229635431422e-06,-9.33211572151504e-06,-2.6746038763202346e-06,6.300872913742099e-06,0.0005406565973176979
1984-02-01,-1.7982005921445983e-05,6.568452274739662e-06,7.872551144764176e-06,-2.8951397167554163e-05,2.2912651107425947e-05,1.1972306016208094e-05,0.008254001537958782,2.173473875679163e-06,-9.728510062680854e-06,-2.251650906007945e-06,1.6518219032933838e-06,0.00045742924087859975
1984-03-01,-1.6102746852256193e-05,8.515149778171212e-06,5.56192206648725e-06,-2.5652508631300524e-05,3.333119055145959e-05,1.2310084063575795e-05,0.005998758327526351,3.1567132899329018e-06,-1.2566857128567139e-05,-3.2333939601168037e-06,2.942308432185188e-07,0.00042638524833959167
1984-04-01,-1.2814438717738368e-05,1.3434796075226198e-05,3.309953484989434e-06,-1.7330311809770215e-05,4.191003941550183e-06,8.905094509386044e-06,0.004817632240398477,4.6699163339703955e-06,-1.0990047203953279e-05,-1.8885824720689902e-06,-4.489106575832552e-06,0.00038184827224960405
1984-05-01,-4.8269778564483505e-06,1.5680415704783075e-05,3.477838271219142e-07,-1.3550721711868865e-05,1.149560734790468e-05,8.807270529610199e-06,0.003380727381833519,4.478764973706953e-06,-1.5374608289056795e-05,-1.1588517024185558e-06,-5.7588395534386526e-06,0.0003087689457550788
1984-06-01,1.781366984672836e-06,1.6216680433814275e-05,-1.2332853287729316e-06,-5.244788533910532e-06,-1.1545557754288893e-05,7.5076769805053314e-06,0.00011948341125389561,6.024481655530459e-06,-1.352519762087219e-05,-1.9057312950775943e-06,-8.610292709626901e-06,0.0002464528034369533
1984-07-01,6.687218064538112e-07,1.599792085471563e-05,-3.8095724257789156e-06,-4.7423249636425595e-06,-9.68036422483764e-06,6.281452405814134e-06,0.0006851936632301658,6.3040958822477466e-06,-7.397873083000407e-06,-1.5006916503842125e-06,-7.92797797653937e-06,0.00025387372051437315
1984-08-01,1.9043136541720386e-06,1.8145454365790333e-05,-4.07570207127584e-06,-1.5249272144540989e-06,-7.675947400505384e-06,5.701099044045226e-06,-0.0012978970820161826,6.309234314565464e-06,-9.822670612034862e-06,-1.831023918027854e-06,-1.142739751027715e-05,0.00011437887224019505
1984-09-01,7.777345734777436e-07,2.025153003091392e-05,-3.5626337807080705e-06,-7.7053809748221e-06,-1.772264591923694e-05,3.349428311133967e-06,0.0020181216920415563,6.856879927478363e-06,-1.1968809999845974e-05,-2.276927792864407e-06,-1.3684378678949405e-05,0.0003186358159067682
1984-10-01,-4.280938058510155e-06,1.5933368437862997e-05,2.0745570818449336e-06,-1.4325360098155215e-05,-2.6968929265230576e-06,7.302988201758243e-06,0.0037890941409083707,4.202134581040203e-06,-1.8127231628020486e-05,-1.4761577861613256e-06,-3.839342971156718e-06,0.00030662488895289315
1984-11-01,-8.596446963635981e-06,8.248639941212702e-06,2.3293450853585997e-06,-2.0870178875908174e-05,1.6247698017411351e-06,9.200754206920294e-06,0.004663254852251461,2.891040180949528e-06,-1.755051689009343e-05,-1.8036719261890309e-06,1.390052795043985e-06,0.0003354383527319162
1984-12-01,-1.3704654203575628e-05,5.43407758911442e-06,4.306997096054437e-06,-2.6176960842428304e-05,1.2149902623174344e-05,1.231061263833061e-05,0.009100274958958229,1.61844096352091e-06,-1.321580426158658e-05,-1.0980776115111093e-06,4.572068826730931e-06,0.0004889492209678373
1985-01-01,-1.6362322233845364e-05,5.661997442229389e-06,6.018997105262219e-06,-2.8484657338159867e-05,3.091635766108275e-05,1.2320858814168216e-05,0.0072703653131611645,1.396410913502866e-06,-7.2390814923385735e-06,-3.5663356141101963e-06,3.7728971008915487e-06,0.00045281936204096733
1985-02-01,-1.4329633894556782e-05,4.4270653232605965e-06,6.305356036679747e-06,-2.3233428692037705e-05,2.591100143801764e-05,1.0464289328885813e-05,0.008648831862956285,1.2320133039032718e-06,-9.78465003034643e-06,-2.8104324596940007e-06,1.5842792798201726e-06,0.0004912521734905357
1985-03-01,-1.1293798795986628e-05,3.2683900073794066e-06,5.724113293295103e-06,-2.0224826150060043e-05,-8.83035765678199e-06,1.031085729653436e-05,0.007426452066283673,1.6930783686531643e-06,-1.6476773666479574e-05,-1.8223109551871845e-06,1.4886180208392159e-06,0.0004206742092859573
1985-04-01,-7.847021102252527e-06,1.075884504333417e-05,2.688646877148185e-06,-1.2927969929359792e-05,-2.6040033007072785e-06,7.815875001455542e-06,0.0049213359792095925,2.943898430708537e-06,-1.1378725245424337e-05,-2.160910885840731e-06,-3.0315338634251185e-06,0.0003354682121425867
1985-05-01,-4.04122634419996e-06,1.5400086631636162e-05,1.5259007151583317e-06,-1.033006454868566e-05,-7.293649081188242e-06,6.707037057634372e-06,0.0036397524430261305,5.392723472816842e-06,-1.1125514958520627e-05,-1.770054104076447e-06,-7.0572159412444885e-06,0.00035430916446225287
1985-06-01,9.85232283911461e-07,1.9789677080937473e-05,-1.7209465548112073e-06,-7.465956741725677e-06,2.253031389524327e-06,8.172165500493824e-06,0.0020714670730133853,5.228787016256329e-06,-1.1688751399720692e-05,-1.5166521958995364e-06,-1.2536571773824325e-05,0.0002677140750725252
1985-07-01,1.3536456236353578e-06,1.912319826439102e-05,-2.9589026497928706e-06,-5.493857612315838e-06,-1.2978788570188427e-05,4.850008245308632e-06,0.00011881925274792593,6.630168295035149e-06,-9.507570988189578e-06,-2.223429438763243e-06,-1.1725639364189497e-05,0.0001688496363035833
1985-08-01,8.550173092947828e-07,2.1680308014117154e-05,-2.457683798427131e-06,-2.652418342934296e-06,-1.6736868546056366e-05,7.945000327631513e-06,-0.00048058460985582013,5.716845285403066e-06,-9.592724799661835e-06,-2.8387895583041944e-06,-1.0885357989903634e-05,0.0001639247924546138
1985-09-01,1.2938468584550737e-06,1.990810208380633e-05,-1.13817949188108e-06,-7.435786973592653e-06,-1.0438216840587924e-05,6.027855549479206e-06,0.001327976497123018,5.5564692446384e-06,-1.1996376725006242e-05,-2.089976976405316e-06,-1.0552888005503999e-05,0.00027958938937025285
1985-10-01,-1.348558170018283e-06,1.5587615646443715e-05,-1.7627666585304214e-06,-1.1571636031990435e-05,-9.726501933695736e-06,9.147496572180758e-06,0.0027621118836880973,4.277483411477089e-06,-1.5635200740040677e-05,-1.3987087439888075e-06,-7.572944521543754e-06,0.00029461950292058574
1985-11-01,-8.59754208641356e-06,1.005151576392973e-05,1.5711453176253706e-06,-2.0493834911220524e-05,5.425171198830388e-06,8.763451664025144e-06,0.00647225776143993,1.9427324520503447e-06,-1.0643392039300057e-05,-1.3081620840861019e-06,-1.8427803260444732e-06,0.0004045920482335182
1985-12-01,-1.4068526874168019e-05,9.30261556997303e-06,3.2605232998834463e-06,-2.5401189542089526e-05,1.7484300865601798e-05,9.87531805030039e-06,0.006590489647351205,9.909679651524097e-07,-1.1507638861218176e-05,-1.6986390564737501e-06,1.1814659076534956e-06,0.0003976755509099278
1986-01-01,-1.6607909006833532e-05,4.751341795199111e-06,6.209009963998094e-06,-3.074142311917334e-05,2.4865362559610633e-05,1.208945537758482e-05,0.007381786902745565,-2.1213292933818634e-07,-7.343534563359241e-06,-1.54517924553907e-06,5.7886476323813325e-06,0.0004317957063904032
1986-02-01,-1.6319403406760312e-05,5.333918660766236e-06,6.300632248344723e-06,-2.592076013926366e-05,3.6216356659822756e-05,1.213036404423244e-05,0.006957842075886826,-2.052187667883458e-07,-3.0396702634489894e-06,-4.4728119159508765e-06,4.2106270218712e-06,0.0004351490833169709
1986-03-01,-1.5628411388714164e-05,6.78803033037695e-06,6.315709156216907e-06,-2.3049280729458626e-05,2.1912374473973423e-05,1.1476199669920864e-05,0.007175351493060589,2.022377245890306e-06,-8.961783810160336e-06,-3.6371638163726383e-06,3.8356166410872205e-06,0.0004366189946617501
1986-04-01,-9.842487956522668e-06,1.0064144001693713e-05,4.392714952824481e-06,-1.647391330982867e-05,5.799159608661859e-06,7.64803438213996e-06,0.005464241257868707,4.096630323546011e-06,-1.0834601376190894e-05,-1.6440639346680505e-06,-1.57028242045002e-06,0.00039629790430458693
1986-05-01,-5.408074169101222e-06,1.4982638730079476e-05,3.5935519368486176e-07,-1.1584876099969614e-05,1.0453910111831839e-06,9.926116551288595e-06,0.004010246387527635,5.293651071435986e-06,-9.08707774072944e-06,-2.0192417455118745e-06,-4.865254763489571e-06,0.0003605386994492549
1986-06-01,1.3721535171067624e-06,1.8917161444560105e-05,-1.627871824464553e-06,-8.037329240798261e-06,-5.395412173177312e-06,3.577887626836851e-06,0.0018773636838886887,7.486805079466722e-06,-1.4143654906834819e-05,-1.4100288716089024e-06,-1.3012075901647047e-05,0.00029762072349862696
1986-07-01,2.3181409039367233e-06,1.9581586891346334e-05,-3.226629512918034e-06,-5.4519353437606934e-06,-6.583031551455956e-06,3.535671147311894e-06,-0.0005405086388539834,6.945771253695003e-06,-1.098301995018344e-05,-1.107881874454103e-06,-1.257249525318006e-05,0.00011442697051769265
1986-08-01,2.2244317569898667e-06,1.8806336904816845e-05,-3.6631572254120477e-06,-1.0246760271199846e-06,-1.3174154015647027e-05,3.7925280082387837e-06,-0.0003313208556695221,5.72862877322079e-06,-1.1278801106681732e-05,-1.3213431501137879e-06,-1.1483504550702383e-05,0.0002093781194372031
1986-09-01,1.3651303120065113e-07,1.7726927160551306e-05,-1.7221107817684205e-06,-6.60511555788221e-06,-9.53326243210253e-06,6.094305460100431e-06,0.0010425848207281283,6.0922513235624526e-06,-1.4213452848275147e-05,-1.5534773485595434e-06,-1.134537553079696e-05,0.00027400067035789386
1986-10-01,-4.781294548742161e-06,1.4885385444963187e-05,-6.119530948589105e-07,-1.676216183825644e-05,4.170271351636314e-06,7.126514977240687e-06,0.004677620988028745,5.063002523637651e-06,-1.60665903709706e-05,-1.006403254629006e-06,-4.761054287297359e-06,0.00034644995489193557
1986-11-01,-9.712188441887368e-06,9.196863043130083e-06,4.42563349214347e-06,-2.3604145652548734e-05,6.156522814355987e-06,9.381022684708301e-06,0.005895509093534201,2.4834608009566887e-06,-2.1954036051565206e-05,-2.1808951179439103e-07,-1.122146590431773e-06,0.00040296061062970414
1986-12-01,-1.612179133983261e-05,8.336189110201341e-06,5.165138479588088e-06,-2.6478345637809504e-05,2.0018506132289888e-05,1.073609025559062e-05,0.005556153579770277,9.408245604023696e-07,-1.0779741959290273e-05,-1.4139437363282231e-06,2.568681733125486e-06,0.00033850511289738975
1987-01-01,-1.579648725264695e-05,4.152662751833406e-06,7.043677478279772e-06,-2.6022517767674085e-05,1.6868537051394877e-05,1.1776954655029796e-05,0.006024041310107957,3.937357545395815e-07,-5.765232589264671e-06,-2.2373182318886713e-06,3.3321378419487766e-06,0.0003903909740844168
1987-02-01,-1.1907902256249407e-05,3.7197891091625856e-06,6.6343096748122854e-06,-2.2371984967954315e-05,2.049842614245503e-05,1.1805920956631827e-05,0.004687443045744052,2.718247237175496e-07,-3.6265860713322225e-06,-3.936474989799697e-06,2.3731308268040456e-06,0.00032262519548217265
1987-03-01,-1.1099162579149196e-05,1.0041236138239284e-05,3.875350810365315e-06,-2.1614327440898784e-05,1.444530210535863e-05,9.562589585853444e-06,0.004545306243623297,1.8556738723418673e-06,-3.7078826957772274e-06,-3.7809996605361286e-06,-2.4490872963396654e-06,0.00036283997290481167
1987-04-01,-8.556892386457172e-06,1.1358288604923695e-05,3.3338179487111316e-06,-1.6825445863619475e-05,3.26429047067665e-06,9.431281472393216e-06,0.004724298681442937,2.8552212545930573e-06,-9.137959377382274e-06,-2.34873009884999e-06,-1.8516677274934885e-06,0.00039697406464256346
1987-05-01,-1.8398274110486228e-06,1.4650622056375098e-05,5.98092498784719e-07,-1.0513204652733807e-05,-8.091493136338326e-06,8.29662000064065e-06,0.004140705277677625,3.5054342382949075e-06,-9.072906583828583e-06,-1.8060789994358026e-06,-4.713408682525365e-06,0.00036055963181962184
1987-06-01,4.7285441409038453e-07,1.233456635547549e-05,-7.926756914443909e-07,-7.01045905771025e-06,-9.32806546858812e-06,6.7475371420720914e-06,0.002480023492050047,6.8204206516979835e-06,-9.418407919657788e-06,-1.600136656425611e-06,-9.504474135907167e-06,0.00030490899427184975
1987-07-01,2.6194895558660653e-06,2.1897849804539588e-05,-2.119877139655038e-06,-7.3568448106411575e-06,-6.062204025319691e-06,5.657356784747837e-06,0.0009636317069331806,6.486292297343728e-06,-1.5486343712576267e-05,-1.5558017946803582e-06,-1.3908548630030062e-05,0.0002883177400620368
1987-08-01,1.7429346700907253e-06,1.8217537728499825e-05,-3.884097652295049e-06,-5.942488858478179e-06,-8.01582736561326e-06,6.279489213632215e-06,0.0005142302446377774,6.406525329627813e-06,-1.1125558359489295e-05,-1.3881689982600284e-06,-1.0560930300231166e-05,0.00021258649492385582
1987-09-01,4.750384444197901e-07,1.7824673386300518e-05,-1.1798061024638634e-06,-5.543373049476941e-06,-1.7909555457376164e-05,6.6967307244296e-06,0.0018070422811433673,6.228173312236492e-06,-1.0740105321055205e-05,-2.511844071923866e-06,-9.740663957256222e-06,0.00028464170239973237
