,abs_vo500GLB_cluster1,abs_vo500GLB_cluster2,abs_vo500GLB_cluster3,abs_vo500GLB_cluster4,abs_vo500GLB_cluster5,abs_vo500GLB_cluster6,abs_vo500GLB_cluster7,abs_vo500GLB_cluster8
1968-03-01,-6.0871963822564566e-05,3.9483669637083435e-05,-7.953566155800432e-05,0.00011406146532627409,1.9806930140475743e-05,-3.1603379782207265e-05,7.051207940094173e-05,-7.948040715683881e-07
1968-04-01,-6.120008232322226e-05,4.616728199860672e-05,-8.55273377537207e-05,0.00010532716327428782,2.131621793096987e-05,-2.9190289735202115e-05,6.971400725888088e-05,-2.2690019312443064e-06
1968-05-01,-6.292326730266677e-05,4.4636325083687756e-05,-8.554733914720334e-05,0.0001105891998223443,2.30467487289175e-05,-2.6578300795525344e-05,6.702661703457124e-05,-1.5218080190220774e-06
1968-06-01,-6.137448521471811e-05,4.6682146308791144e-05,-9.131634322008776e-05,0.00010159212117152357,2.5275221560150385e-05,-2.3273726730579915e-05,6.396627286449074e-05,-3.138761681614983e-06
1968-07-01,-6.110595641852426e-05,5.022695506955694e-05,-8.825839947402368e-05,9.451142701706245e-05,2.505568904836517e-05,-2.3628918897603866e-05,6.460606527980417e-05,-3.2187161161645025e-06
1968-08-01,-6.059959831811633e-05,4.980164268205736e-05,-9.124785933903803e-05,9.394806073504258e-05,2.591086460013707e-05,-2.382967512341453e-05,6.41337683191523e-05,-2.169639893012361e-06
1968-09-01,-5.8385473924599506e-05,4.959360729783288e-05,-8.953465807922733e-05,9.677375466573586e-05,2.481154010806845e-05,-2.3940913573342584e-05,6.379835613188334e-05,-3.1848028847328862e-06
1968-10-01,-5.8675519876584764e-05,4.60029977929621e-05,-8.720772979466026e-05,0.00010308520493843523,2.4215637354863257e-05,-2.5844736621253657e-05,6.357834499794989e-05,-3.319874761703818e-06
1968-11-01,-5.681550222841751e-05,4.199750498666848e-05,-8.532956652582953e-05,0.00010949119886963334,2.413105322476541e-05,-2.9320558368100888e-05,6.347999442368746e-05,-2.0662044690116965e-06
1968-12-01,-5.658788709993245e-05,4.0671694209072806e-05,-8.348607961499296e-05,0.00011094621691477692,2.0701753626017755e-05,-3.071888589738942e-05,6.907993738423102e-05,-1.4777799294765143e-06
1969-01-01,-5.792032337844458e-05,4.1223290576402785e-05,-7.868754597866962e-05,0.00011431700638948112,1.92968761079954e-05,-3.267258011698866e-05,7.072052758303471e-05,-1.8831369291933387e-06
1969-02-01,-5.856245512029262e-05,3.873072843599005e-05,-8.02369996723856e-05,0.00011813310299691726,1.9326318472591127e-05,-3.3496606866137786e-05,7.087916674208827e-05,-1.00328026921289e-06
1969-03-01,-5.895664371791199e-05,4.034994828902533e-05,-8.224749014034922e-05,0.00011449146263152619,2.007624331141684e-05,-3.105927025151121e-05,6.804598961025476e-05,-1.7729590045709215e-06
1969-04-01,-6.031860847351741e-05,4.4696341486177145e-05,-8.380942959132989e-05,0.000107453881894428,1.941518452620158e-05,-2.863546359804064e-05,6.88069878378883e-05,-1.5272269683296207e-06
1969-05-01,-6.205540803841935e-05,4.554587166508804e-05,-8.780180745388326e-05,0.00010264060687472077,2.160584904512363e-05,-2.394837540455263e-05,6.769311876269058e-05,-2.8370094146059074e-06
1969-06-01,-6.086788501394117e-05,4.5411567479162154e-05,-9.004004609510851e-05,0.00010398199871512284,2.4905523332563462e-05,-2.2959838832900942e-05,6.534660278703086e-05,-2.8746459094398307e-06
1969-07-01,-5.889830141294304e-05,5.028831970186832e-05,-8.904178471044254e-05,9.539472658717487e-05,2.5409408520733257e-05,-2.3417503814734303e-05,6.435658942791634e-05,-3.4537078317486067e-06
1969-08-01,-5.757161016324104e-05,5.016114928494831e-05,-8.996632352457655e-05,9.406521544237706e-05,2.4340047949172675e-05,-2.470522205868154e-05,6.550247635459528e-05,-2.212651259170555e-06
1969-09-01,-5.849922420038573e-05,4.9391992818105074e-05,-8.998726972255528e-05,9.859163078039677e-05,2.5454443245653686e-05,-2.5196149062043878e-05,6.280556044657715e-05,-3.421756019471939e-06
1969-10-01,-5.9937286151123974e-05,4.4316615919380873e-05,-8.744423372691552e-05,0.00010331062151602021,2.3669889304545467e-05,-2.47024641153648e-05,6.562428679899313e-05,-3.5302467652350248e-06
1969-11-01,-5.7816330265391326e-05,4.018605157936281e-05,-8.486702213036445e-05,0.00011098819683226152,2.3584648597871246e-05,-2.8842771575851414e-05,6.977771481615491e-05,-2.951951783774977e-06
1969-12-01,-5.8935072833963826e-05,3.798056151398169e-05,-8.166460782590816e-05,0.00011520317760490191,2.258190907463201e-05,-3.043252506094642e-05,6.812646824982949e-05,-2.1225153506922453e-06
1970-01-01,-5.691592080072828e-05,3.73222247348372e-05,-8.089993892045801e-05,0.00011960868909631648,1.837357210464643e-05,-3.315724236185897e-05,7.04859645338729e-05,-2.0156357070484538e-07
1970-02-01,-6.0231897701779414e-05,3.828832907690322e-05,-7.801176145542687e-05,0.00011497573655948077,1.938081166170175e-05,-3.311746026867232e-05,7.319300639210268e-05,-9.91849524886164e-07
1970-03-01,-5.782641238637361e-05,3.794890021004314e-05,-8.341887544648831e-05,0.00011936629023155006,1.9452374297902734e-05,-3.10166778430764e-05,7.068542327033356e-05,-1.7509361510149088e-06
1970-04-01,-6.093086477089839e-05,4.2806828454379516e-05,-8.076864961527891e-05,0.0001089128107667892,2.1754692625108873e-05,-2.864947741505406e-05,6.75888717523776e-05,-1.8842111919421108e-06
1970-05-01,-6.0170968677359715e-05,4.5328117497339126e-05,-8.884368927444003e-05,0.00010532558176405642,2.2348431258127855e-05,-2.5382109165115636e-05,6.787514867028222e-05,-2.5240829967988747e-06
1970-06-01,-5.6568382484374364e-05,4.699102864321157e-05,-9.008578725864509e-05,0.0001037368427340105,2.4802956611466345e-05,-2.58287540638453e-05,6.277647917158901e-05,-2.3831058812771277e-06
1970-07-01,-5.713131892315884e-05,5.0588182026510534e-05,-8.723222730195095e-05,9.77323822923979e-05,2.432773692783451e-05,-2.4850519097863233e-05,6.468324281740933e-05,-3.1475023500779696e-06
1970-08-01,-5.8576000441740736e-05,5.207471396818324e-05,-8.852525591946152e-05,9.186722612260685e-05,2.5018563137788906e-05,-2.4669167023346038e-05,6.521888717543333e-05,-3.413402003058751e-06
1970-09-01,-5.793113503716985e-05,5.058944571175462e-05,-8.807334833203213e-05,9.374088963172483e-05,2.4354436913266973e-05,-2.5150886386516802e-05,6.382625579135493e-05,-3.613863473313122e-06
1970-10-01,-5.875629918928195e-05,4.465915211972381e-05,-8.39913178317468e-05,0.0001030544673860142,2.5334888623210306e-05,-2.825913573274087e-05,6.733662594342605e-05,-2.847335357446417e-06
1970-11-01,-5.946720750307253e-05,4.23223579199542e-05,-8.290014674832277e-05,0.00010858893633498895,2.421843026150995e-05,-2.9621212767164167e-05,6.839128182036802e-05,-2.2366066137655167e-06
1970-12-01,-5.707105340910876e-05,4.001769258125856e-05,-8.035857557414976e-05,0.00011497440431816761,2.402564798193239e-05,-3.281564924485591e-05,6.525790740852244e-05,-2.0344277519853517e-06
1971-01-01,-5.851849901479142e-05,4.189987585434697e-05,-7.930683590101955e-05,0.00011657233092895088,2.1124103315944212e-05,-3.344305539725152e-05,6.939089653315022e-05,-2.72914189268978e-06
1971-02-01,-6.012783856135279e-05,3.874290605765541e-05,-7.938194090349819e-05,0.00011749536699628353,1.9272608599827816e-05,-3.2925167837964874e-05,7.145161071093753e-05,-1.4377992276223105e-06
1971-03-01,-5.80065978516566e-05,4.136240739837735e-05,-8.223043443970656e-05,0.00010887648319045116,2.1970366381055223e-05,-3.2742515349686434e-05,6.758959061698988e-05,-2.7563635830406446e-06
1971-04-01,-5.9154747199810695e-05,4.383597935346598e-05,-8.530561043538483e-05,0.00010674621248822573,2.16477409605746e-05,-2.950116928626728e-05,6.801964191254229e-05,-2.443372155440021e-06
1971-05-01,-6.089325052987638e-05,4.435637749056824e-05,-8.609881179462023e-05,0.00010702170685463998,2.3832781630236563e-05,-2.6449326965109454e-05,6.67728774715215e-05,-1.9739052985741717e-06
1971-06-01,-5.9829042687742006e-05,4.802647362992784e-05,-8.669885038911804e-05,9.886872518378637e-05,2.5651353760981746e-05,-2.591450912687882e-05,6.316405488178134e-05,-2.685677117531743e-06
1971-07-01,-5.8733736600078894e-05,5.095094359565107e-05,-8.886163520989666e-05,9.294848395155794e-05,2.5269425777092513e-05,-2.426538130257681e-05,6.385587839758955e-05,-3.1598132378514043e-06
1971-08-01,-5.976584283954023e-05,5.082726896892984e-05,-8.888512799304033e-05,9.29250476204928e-05,2.4745531424775466e-05,-2.4669412282971272e-05,6.633022785536013e-05,-2.4032051161867297e-06
1971-09-01,-5.611363966477823e-05,4.9004989372226934e-05,-8.78722793833517e-05,9.724519124439985e-05,2.5162938684697568e-05,-2.6280089991288688e-05,6.551543847308495e-05,-3.420446206939531e-06
1971-10-01,-5.792524112310605e-05,4.5591157455854844e-05,-8.556166636374067e-05,0.00010333526545393936,2.5689139756987397e-05,-2.806108005154533e-05,6.571227495442145e-05,-2.933058566799296e-06
1971-11-01,-6.0432453259073354e-05,4.238940369170553e-05,-8.514703200917746e-05,0.00010865837962396822,2.5988074805444526e-05,-2.8511447565864106e-05,6.668264177278616e-05,-3.640962984380553e-06
1971-12-01,-5.8791183651544256e-05,4.1913581683306994e-05,-8.097927467829055e-05,0.00010878062750163263,2.339356741023589e-05,-3.184407439868739e-05,6.765073994756677e-05,-1.8811090596924035e-06
1972-01-01,-5.7757259717333756e-05,4.393286872073077e-05,-7.822884607080864e-05,0.00010905562838295871,1.9807429380082873e-05,-3.317907070230805e-05,6.880393048049882e-05,-1.9831042573682618e-06
1972-02-01,-5.989496519410439e-05,4.248765954273527e-05,-7.868738012963578e-05,0.00011735192957631726,1.8966228186332888e-05,-3.371139631463289e-05,6.91340166667942e-05,-1.4802623516590932e-06
1972-03-01,-6.0080570082621e-05,4.3309185931436115e-05,-7.885472287478693e-05,0.00011328530760052941,1.842178655217005e-05,-3.288594804163112e-05,7.206130903796293e-05,-1.6256132707832427e-06
1972-04-01,-5.997067593490486e-05,4.6111619001390536e-05,-8.200896926984355e-05,0.00010867833797992378,1.9808134519184987e-05,-2.9293054920994702e-05,7.139983936212956e-05,-2.3930033187890046e-06
1972-05-01,-6.0115589836265994e-05,4.3814736887776544e-05,-8.633632473099758e-05,0.00010749877387920774,2.3169517460723628e-05,-2.72344538776933e-05,7.009488545008934e-05,-1.8576195668454022e-06
1972-06-01,-6.222881793000593e-05,4.6555231447072544e-05,-8.861881189445473e-05,0.00010305451959774708,2.4800988846694916e-05,-2.308578268990099e-05,6.692230381304398e-05,-3.18577433292114e-06
1972-07-01,-6.287375518789488e-05,5.1268654433570965e-05,-8.621448026079794e-05,9.669718026459492e-05,2.4600387017993918e-05,-2.3769694181635872e-05,6.514600390801206e-05,-3.0299995085268364e-06
1972-08-01,-5.9860689219400565e-05,5.151072413431855e-05,-9.144719703780378e-05,9.28263236548648e-05,2.4801927815762023e-05,-2.2635300027474086e-05,6.530245373141952e-05,-3.3227026767748805e-06
1972-09-01,-5.9192588005349156e-05,4.7206214449161826e-05,-8.622676057925942e-05,0.00010056289486076112,2.528687249605916e-05,-2.6377602552924458e-05,6.568430690094829e-05,-2.642621147783321e-06
1972-10-01,-5.909441954235039e-05,4.381011127458203e-05,-8.654094605898375e-05,0.00010690269442016465,2.4627096407152467e-05,-2.6115514937675125e-05,6.614038429688662e-05,-3.4842257006502757e-06
1972-11-01,-5.993598696545389e-05,4.1860868138979306e-05,-8.631689257419887e-05,0.00011011603520374693,2.3196716966471462e-05,-2.7541840641779087e-05,6.548875535372645e-05,-2.437803291348694e-06
1972-12-01,-5.621659446501892e-05,4.0117880468040336e-05,-8.18553138849572e-05,0.00011551258096544726,2.1203314269241446e-05,-3.1563866328972375e-05,6.9549358158838e-05,-1.8428644960120636e-06
1973-01-01,-5.6479430665905016e-05,3.824341701160015e-05,-7.847794275970528e-05,0.00011952159487312504,1.8639839310461316e-05,-3.340742190920324e-05,6.997241580393165e-05,1.7759246736815143e-07
1973-02-01,-6.05258224382864e-05,3.8301335811872414e-05,-8.037853416788173e-05,0.00011507012695127976,1.7414662225847777e-05,-3.2153709999479865e-05,7.371455430984497e-05,-3.5555542923896e-07
1973-03-01,-5.841583486445897e-05,4.044854936374821e-05,-8.339434262940332e-05,0.00011598958735703489,1.7874508080520756e-05,-3.0791990800954015e-05,6.969808600842953e-05,-8.753215285015695e-07
1973-04-01,-6.0357429979748534e-05,4.182931795992158e-05,-8.462354290874347e-05,0.00011152942870803936,1.9970293775303963e-05,-2.767929486733003e-05,6.773731292923913e-05,-1.3632349897331912e-06
1973-05-01,-5.939616075467511e-05,4.35173827189457e-05,-8.455434106187621e-05,0.00010580162476495994,2.3611715890037434e-05,-2.6143119972300053e-05,6.601165732718073e-05,-2.4729448857015836e-06
1973-06-01,-5.9256355559496454e-05,4.7012720732338085e-05,-8.638604413135909e-05,0.00010229330790160155,2.5377292269785144e-05,-2.6302596127403693e-05,6.405768799595535e-05,-2.4335744110890243e-06
1973-07-01,-5.921909022782979e-05,5.157433368136916e-05,-8.967779328539858e-05,9.277205545340958e-05,2.4780017695404776e-05,-2.4634685717788847e-05,6.515060813399032e-05,-2.8133320379560222e-06
1973-08-01,-6.0594499321841696e-05,5.195902432065005e-05,-8.714005803887951e-05,9.063703516774156e-05,2.462253545964802e-05,-2.4712210905886014e-05,6.623233712161891e-05,-2.646830636553055e-06
1973-09-01,-5.847336736311341e-05,4.88065837435244e-05,-8.746734987225329e-05,9.726477232847913e-05,2.5817190996832198e-05,-2.5879817865989445e-05,6.24015367066022e-05,-3.1539659529424744e-06
1973-10-01,-5.981901105828053e-05,4.6199335281951944e-05,-8.523774929070736e-05,0.00010162053445970674,2.4957645379159926e-05,-2.7415254644111066e-05,6.47952729195822e-05,-3.1486792667851347e-06
1973-11-01,-5.926712514195439e-05,4.139716674870497e-05,-8.095151369001115e-05,0.00010786344588538027,2.6346336838927256e-05,-3.118780920785375e-05,6.787152669858187e-05,-2.9323617482451447e-06
1973-12-01,-5.854226757454921e-05,3.930516048596064e-05,-8.048715351512382e-05,0.00011477147920770759,2.3833642141350232e-05,-3.288923157468811e-05,6.866765761515126e-05,-2.628781605181595e-06
1974-01-01,-5.905838219036292e-05,4.066520253051659e-05,-7.430183519746232e-05,0.00011414785890169527,1.9627613435232763e-05,-3.581470732254235e-05,7.063937082421034e-05,-1.0666123254028108e-06
1974-02-01,-5.909231961294644e-05,4.153211302508053e-05,-8.011455493568279e-05,0.0001163895005986517,2.0332844750005333e-05,-3.4223385952750656e-05,6.80029028444551e-05,-2.1031736376817332e-06
1974-03-01,-6.009838646886791e-05,4.3325691338805616e-05,-8.052482585566503e-05,0.00011186417833852357,2.1154999187813327e-05,-3.289246530764961e-05,6.75793424306903e-05,-2.9686767893259485e-06
1974-04-01,-6.153065548858396e-05,4.5299229511751754e-05,-8.463506246163674e-05,0.00010897407197195139,2.3008887082040827e-05,-2.890548860034151e-05,6.429046479752287e-05,-3.6424940239070667e-06
1974-05-01,-6.050557469111433e-05,4.628916325549346e-05,-8.753660628880265e-05,0.00010019749862732606,2.319084483077196e-05,-2.6216635083693504e-05,6.741871548001654e-05,-2.512779176818372e-06
1974-06-01,-6.055200164449928e-05,4.816549501900765e-05,-8.987122889854672e-05,0.00010152878160254288,2.428623042479883e-05,-2.4396722858659755e-05,6.440134457079694e-05,-3.0353332608403235e-06
1974-07-01,-5.770146205554819e-05,4.989354071677925e-05,-9.030249202623963e-05,9.724959724095511e-05,2.476465312981788e-05,-2.3495910674944676e-05,6.542251649079844e-05,-4.080178771408549e-06
1974-08-01,-6.0501685549357566e-05,5.143038116573376e-05,-9.018958307398647e-05,9.619145405142463e-05,2.4071247912896653e-05,-2.3297524512833724e-05,6.54318653687369e-05,-2.7829246438495704e-06
1974-09-01,-5.755277812063323e-05,4.815281653476709e-05,-9.001136919216472e-05,9.899235919874627e-05,2.426170410363278e-05,-2.5705387069533067e-05,6.498389921034686e-05,-2.586201528730545e-06
1974-10-01,-5.973542881885119e-05,4.50073649760821e-05,-8.506416634190828e-05,0.00010183664387484356,2.5964086461622903e-05,-2.7360243307636658e-05,6.295764251262881e-05,-2.639235187777795e-06
1974-11-01,-5.981689818233278e-05,4.322393553439712e-05,-8.243606584180859e-05,0.00010566265565877848,2.603174009520983e-05,-3.0123966474895265e-05,6.426554027711972e-05,-2.60684199219375e-06
1974-12-01,-5.939952038279055e-05,3.8650635578448254e-05,-8.05800268340938e-05,0.00011722802608144573,2.308547860638448e-05,-3.0668575175562606e-05,6.655965553363785e-05,-2.0251799506782748e-06
1975-01-01,-5.744659380504225e-05,4.072852866108444e-05,-8.050929168615874e-05,0.00011477849579090683,2.1427330533764753e-05,-3.3575550538645145e-05,6.961797917028889e-05,-2.2686192893809066e-06
1975-02-01,-5.87230220404321e-05,4.116344486429228e-05,-8.02764599725111e-05,0.00011790373180162902,1.8721252419911452e-05,-3.3153631738033914e-05,6.756727016181685e-05,-2.1969360005479683e-06
1975-03-01,-5.906175282304059e-05,4.241167702480518e-05,-8.263888316030395e-05,0.00011504859550634001,1.8699807713818262e-05,-3.1500485303209e-05,6.785670993849635e-05,-1.4636138876209759e-06
1975-04-01,-6.153041468286933e-05,4.187386046294091e-05,-8.287774107884616e-05,0.00011287756765172902,2.1704422410780183e-05,-2.934327165390889e-05,6.891628509038128e-05,-1.2803829035064691e-06
1975-05-01,-5.911147596647638e-05,4.4197208872376484e-05,-8.567311798448346e-05,0.00010887031546897358,2.223885553295402e-05,-2.7337680591131466e-05,6.747482402715831e-05,-1.3907086550850417e-06
1975-06-01,-6.013857577745123e-05,4.6564401331329785e-05,-8.741671562722117e-05,0.00010449206523911992,2.545834803764412e-05,-2.4457931852089073e-05,6.49385736323893e-05,-2.7382738268636177e-06
1975-07-01,-6.076328729729257e-05,5.136668899557291e-05,-8.567676024326562e-05,9.47484211253511e-05,2.521516880396693e-05,-2.4092158216887012e-05,6.462352175731211e-05,-3.1556579985328727e-06
1975-08-01,-5.873809570137551e-05,5.1720581710392705e-05,-8.614824229666471e-05,9.050486874507947e-05,2.4275844079517057e-05,-2.594354796002782e-05,6.620994827244431e-05,-2.438988457165018e-06
1975-09-01,-5.942101164549437e-05,4.9500634522188756e-05,-8.532108254525263e-05,9.52671059537722e-05,2.482505368351229e-05,-2.6275602839022257e-05,6.511580140795558e-05,-2.7021786354920277e-06
1975-10-01,-5.984499088771893e-05,4.64733244037964e-05,-8.812136858229197e-05,0.00010169711391359602,2.6062544175484044e-05,-2.7841552579880196e-05,6.18825237324927e-05,-2.8338700323966145e-06
1975-11-01,-5.8629778442693895e-05,4.338756836249828e-05,-8.177097269628361e-05,0.00010986249671313324,2.4944963261526777e-05,-3.0071147277835724e-05,6.65885083435569e-05,-3.0269261763749e-06
1975-12-01,-6.032150720467367e-05,3.866186751777054e-05,-7.622970930670443e-05,0.00011840054665097139,2.3253364872042213e-05,-3.309641353253893e-05,7.020846678642556e-05,-2.123400239201744e-06
1976-01-01,-5.9567073257963146e-05,3.9926900991675626e-05,-7.517369179849458e-05,0.00011244577830506453,2.121652482013882e-05,-3.5045348452870996e-05,7.174700585892424e-05,-1.9546677920092633e-06
1976-02-01,-5.9934386772640525e-05,4.369217030741734e-05,-7.764321066240561e-05,0.00011277243680120187,1.8928883744390783e-05,-3.449183699146995e-05,7.000519399298355e-05,-2.4542363344028684e-06
1976-03-01,-5.915205367137363e-05,4.4945861998097776e-05,-7.975414358524551e-05,0.00011109344894874892,1.989730514123724e-05,-3.3589066939211776e-05,6.952877738513053e-05,-2.7483844411880744e-06
1976-04-01,-6.0478234827250004e-05,4.463025644826572e-05,-8.438994828954011e-05,0.00010910174481708694,2.1427575311351157e-05,-2.924410633699116e-05,6.900518492329866e-05,-3.302932678046975e-06
