,sstGLB_cluster1,sstGLB_cluster2,sstGLB_cluster3,sstGLB_cluster4,sstGLB_cluster5,sstGLB_cluster6,sstGLB_cluster7,sstGLB_cluster8
2013-07-01,21.148895,28.97699,27.357025,21.310242,24.892029,24.169434,13.439087,17.580597
2013-08-01,20.532135,28.56253,27.964966,23.122131,24.33493,25.058014,12.886139,16.895874
2013-09-01,20.185638,28.29486,28.197357,23.099823,23.919952,24.828217,12.230469,16.468964
2013-10-01,20.446564,28.202545,28.249237,21.502167,24.172028,24.18863,12.4758,16.574768
2013-11-01,20.72406,28.273071,27.165619,18.901794,24.756134,23.043304,13.927216,17.998688
2013-12-01,22.046814,28.23523,25.457947,16.304535,25.552887,20.768677,15.869324,19.471344
2014-01-01,23.872986,27.911133,24.51471,14.86264,26.230408,19.540985,16.270477,21.269684
2014-02-01,24.507202,27.517822,24.013916,13.60022,26.858612,19.120667,17.364471,22.535614
2014-03-01,24.607147,27.494843,24.054413,12.462738,27.236938,19.268097,17.63736,21.588531
2014-04-01,23.868988,27.949127,24.26532,13.174896,27.322906,19.235138,16.911194,20.52652
2014-05-01,23.106354,28.451904,24.86203,13.375824,26.48529,20.816406,15.839691,19.373047
2014-06-01,21.485077,28.635803,26.096466,16.615326,25.706146,22.5596,14.750671,18.044678
2014-07-01,20.636993,28.477875,27.327423,19.67392,24.611664,24.4982,13.465759,17.147583
2014-08-01,20.056732,28.337952,28.570343,22.462646,23.934479,26.267395,12.57019,16.692291
2014-09-01,19.819366,28.147522,28.630798,22.405182,23.755554,25.609192,12.102386,16.948181
2014-10-01,19.747375,28.231506,27.935638,18.717865,24.230835,23.828522,12.444733,17.075104
2014-11-01,20.802917,28.222992,27.090027,16.425415,24.664642,22.153778,13.330322,18.087158
2014-12-01,22.209259,28.160522,25.722656,14.397858,25.119415,20.204193,16.370453,19.603455
2015-01-01,23.755035,27.955994,24.63089,13.489319,26.150818,19.582336,18.303986,21.817749
2015-02-01,25.403961,28.000702,24.094269,12.42276,27.23999,19.168549,17.468231,21.578735
2015-03-01,25.516022,27.609558,24.12204,12.713165,27.719025,19.264679,18.266998,21.216858
2015-04-01,25.086304,27.959595,24.3266,12.704407,27.689728,19.385986,17.878387,20.235626
2015-05-01,22.701843,28.425293,25.197845,14.188873,27.069855,20.319916,16.436096,19.273926
2015-06-01,20.91977,28.721344,26.135376,15.990967,25.769928,22.443787,14.757355,18.133362
2015-07-01,20.137451,28.513184,27.7612,19.490845,24.642212,25.243073,13.847565,17.055481
2015-08-01,19.842926,28.139496,28.62677,23.383911,23.755035,26.102478,13.42453,16.606232
2015-09-01,19.589539,28.092194,29.483612,22.61856,23.867584,26.278778,12.702362,15.988922
2015-10-01,20.047516,28.147705,28.196564,20.861694,24.456635,24.044403,12.598022,17.032867
2015-11-01,21.048798,28.367188,26.679718,18.570251,25.377747,22.156982,14.05368,17.967834
2015-12-01,22.322998,28.422699,25.48877,16.150818,26.687439,20.646332,16.379547,20.361053
2016-01-01,24.591187,28.099518,24.509094,13.222595,26.754242,20.098694,18.360626,21.77774
2016-02-01,24.709229,27.947662,24.137207,11.9878845,27.602081,19.656525,18.473846,22.73291
2016-03-01,24.772552,28.03244,24.020752,12.007721,27.581146,19.41507,18.253296,21.929077
2016-04-01,23.93814,28.547058,24.30893,11.9583435,27.246307,19.649017,18.073547,21.176208
2016-05-01,22.419525,29.233917,24.981293,13.14801,26.440338,20.600433,16.384308,19.788544
2016-06-01,21.01361,29.247864,26.950104,16.84848,25.712677,22.119019,14.075287,18.331116
2016-07-01,20.449097,28.798737,27.503876,21.363495,25.009186,24.173157,13.528473,17.425842
2016-08-01,20.298859,28.588898,28.383911,23.235168,24.54181,24.979156,12.986511,17.025543
2016-09-01,20.373444,28.17517,28.288422,21.322174,24.20108,25.285553,12.899567,16.721832
2016-10-01,21.224518,28.329742,27.67453,18.868805,24.783813,24.168884,12.960754,17.323914
2016-11-01,22.07019,28.234222,26.878754,15.920685,25.220612,22.153381,14.074188,17.781097
2016-12-01,23.124084,28.598572,25.64563,14.811493,26.09851,20.937408,16.19809,20.020355
2017-01-01,24.769836,28.429993,24.409302,13.9348755,26.536346,19.802063,17.01001,20.99646
2017-02-01,25.812775,28.148407,23.758698,13.041931,26.873077,19.537354,18.301727,20.858398
2017-03-01,25.802338,28.215454,23.38028,12.778717,27.09903,19.243347,18.945862,20.905548
2017-04-01,25.00476,28.683289,23.727417,13.239075,27.27533,19.700256,18.305695,20.256958
2017-05-01,23.693146,29.188354,24.472351,14.18515,26.405731,20.14325,17.048737,19.478241
2017-06-01,22.07016,29.25293,26.416168,16.055481,25.270447,22.360199,15.336853,18.325073
2017-07-01,20.694489,29.044342,27.21872,21.647522,24.257812,23.7453,14.347076,17.162476
2017-08-01,19.981323,28.58197,27.756561,22.28421,23.465698,25.643402,12.959991,16.506897
2017-09-01,19.999695,28.171753,28.158844,22.224121,23.010284,25.327057,12.65802,16.325653
2017-10-01,20.197357,28.174744,27.65625,19.772736,23.789001,24.660095,12.9296875,16.441345
2017-11-01,21.041626,28.371399,26.784668,18.51529,24.71521,22.952667,14.303375,17.458466
2017-12-01,22.003601,28.498535,25.559967,16.259583,25.539612,21.51941,17.298553,18.562958
2018-01-01,24.363342,28.322327,24.44336,14.541992,26.059906,20.629883,18.901611,20.201172
2018-02-01,25.207214,27.95755,23.40152,13.837402,26.586273,19.63324,19.135956,21.16455
2018-03-01,25.43219,28.235016,23.52884,14.245819,27.015991,19.241974,18.944733,21.26535
2018-04-01,24.241241,28.520813,24.034424,14.282196,26.843994,19.632202,18.352905,20.452148
2018-05-01,22.931274,28.7323,24.363861,14.627747,26.169525,20.545685,16.395996,19.446686
2018-06-01,21.634827,28.716187,26.169006,17.424866,25.404663,23.405151,14.530579,18.523315
2018-07-01,20.581024,28.485474,27.065369,20.608032,24.642365,24.529083,13.300629,17.516296
2018-08-01,20.372131,28.177856,27.946106,23.039856,24.056763,25.689423,12.539917,16.827301
2018-09-01,20.449036,28.176819,27.666046,23.460754,23.97467,26.066132,12.559662,16.485382
2018-10-01,20.386688,28.378967,27.23944,20.37732,24.35971,24.501038,13.212311,16.807037
2018-11-01,22.086884,28.73645,26.334259,17.796906,25.227478,22.605469,14.98056,17.827026
2018-12-01,23.701874,28.527039,25.356842,16.082672,25.865051,21.553223,17.292877,20.096222
2019-01-01,23.68515,28.217346,24.134338,14.74176,26.695862,20.48944,18.445648,21.565765
2019-02-01,24.950531,28.109467,23.971008,14.033447,27.856384,19.365204,19.404541,22.061829
2019-03-01,24.909698,27.741943,24.069794,14.104034,28.511261,19.062225,19.103058,22.571014
2019-04-01,24.409088,28.043915,24.391449,14.057648,28.198181,19.555756,17.704071,21.23706
2019-05-01,23.187073,28.672577,25.059418,14.531036,27.558441,21.288483,15.35733,19.972198
2019-06-01,21.63028,28.970032,26.862732,15.079529,26.357574,22.875519,13.378571,18.208221
2019-07-01,20.674957,28.729553,28.638794,19.146423,25.077087,24.758453,13.095764,17.387482
2019-08-01,19.948486,28.48352,29.173187,23.649353,24.160553,26.81482,13.049896,17.24228
2019-09-01,19.71759,28.202728,29.007324,23.454773,24.08847,26.207855,13.187012,17.01239
2019-10-01,19.73877,28.494629,28.527893,20.664368,24.548248,25.109833,13.5121765,17.743408
2019-11-01,21.222443,28.902466,26.792145,16.270294,25.82016,22.814514,14.263336,18.725464
2019-12-01,22.602264,28.853577,25.387634,14.049591,26.323303,21.620209,16.022278,19.805817
2020-01-01,23.809113,28.477844,24.042145,12.878174,26.998474,20.730927,16.769104,20.842102
2020-02-01,24.411133,28.161285,23.156586,12.8194275,27.828217,19.969635,18.176147,21.339752
2020-03-01,24.246552,28.340424,23.511963,13.190857,27.981628,19.648712,18.101868,21.13147
2020-04-01,23.227936,28.961426,24.380066,13.285522,27.99765,19.78952,16.669586,20.343964
2020-05-01,22.444305,29.065796,25.935669,14.088074,27.225677,21.222748,15.3402405,19.449158
2020-06-01,21.224213,29.076965,26.714447,16.093262,26.036652,22.299622,13.775909,18.503387
2020-07-01,20.775604,29.076477,27.338318,19.873505,24.811707,23.789673,12.389252,17.644989
2020-08-01,20.211914,28.813812,28.012726,25.790985,24.14267,25.649689,11.994049,17.046814
2020-09-01,19.846313,28.265167,28.101074,23.070648,23.83728,25.614746,11.781891,16.93515
2020-10-01,20.069183,28.608429,27.797638,19.562286,24.512634,24.201904,12.345551,17.292023
2020-11-01,20.69403,29.097351,26.807648,17.929504,25.029205,22.47345,12.60144,17.784332
2020-12-01,22.257874,28.945404,25.61911,16.243286,25.434631,20.249786,15.357239,19.011719
2021-01-01,24.003448,28.7966,24.816132,14.571869,25.87381,19.658081,18.670624,20.445953
2021-02-01,25.424438,28.284912,24.404785,13.710602,26.306305,19.291626,19.902039,21.351044
2021-03-01,24.894287,28.366241,24.08899,13.392731,26.881866,19.101532,19.492798,21.641449
2021-04-01,24.040955,28.737976,24.37677,13.865875,27.189209,19.384552,17.32779,21.334656
2021-05-01,22.464691,29.094421,25.80835,15.039215,26.869202,21.243317,15.865082,20.071045
2021-06-01,21.526337,29.087036,26.456787,17.663116,26.081879,22.766754,14.216492,19.053467
2021-07-01,20.304962,29.051117,27.245178,20.996185,24.967682,24.301788,12.913269,17.583374
2021-08-01,19.993408,28.967163,28.104858,23.646484,24.101654,24.984589,12.035095,16.81662
2021-09-01,19.672363,28.677246,28.384186,24.504059,23.793274,25.342072,11.839203,16.507202
2021-10-01,19.670776,29.092316,28.105896,22.012146,24.32663,25.067993,12.325012,16.608063
2021-11-01,21.4841,29.404907,27.211914,18.175842,25.25653,23.71988,13.756561,18.024292
2021-12-01,22.552887,29.31726,25.917633,16.114319,25.59552,21.516327,15.448975,19.452148
2022-01-01,23.548035,28.54123,24.92807,15.108826,26.536407,20.128082,17.094055,21.18695
2022-02-01,24.363007,28.53067,24.432251,14.123718,27.294678,19.093323,18.351135,21.967285
2022-03-01,24.299286,28.303345,24.074951,13.60434,27.45877,18.98996,17.976257,21.52417
2022-04-01,23.567627,28.294312,24.168304,13.843201,27.508972,18.77768,16.69159,20.158691
2022-05-01,22.570496,28.809204,24.626465,14.97583,26.743683,20.387024,14.976837,18.769135
2022-06-01,21.485535,29.15094,26.567047,17.411713,25.373688,21.835297,13.596313,18.054047
2022-07-01,20.495422,28.951721,26.696503,23.595215,24.427246,22.996521,12.497314,17.583313
2022-08-01,20.180786,28.812714,27.521515,25.401276,23.803986,25.144867,11.837921,16.61029
2022-09-01,19.768768,28.547241,28.377136,24.147736,23.618805,25.842407,11.821838,16.427124
2022-10-01,20.093475,28.630554,28.095612,21.300873,24.26767,24.836731,12.443115,16.985138
2022-11-01,21.202515,28.863892,27.308228,19.514862,24.588318,23.484802,14.012329,18.584473
2022-12-01,23.27002,28.817719,25.78067,17.182861,25.488617,21.629547,16.294128,19.77481
